num,session,code,sequence,date,scanner,dictionary,map,array,sphere,sphere_name_sh,NIST_name,conc,area,mean,stdv,min,max,temp
1049,15,PH056,MRF,11/02/2020,PRISMA,MRF 1500,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,2023.625,72.413,1880,2150,24.45
1050,15,PH056,MRF,11/02/2020,PRISMA,MRF 1500,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1343,34.729,1280,1440,24.45
1051,15,PH056,MRF,11/02/2020,PRISMA,MRF 1500,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,935.25,31.381,860,1000,24.45
1052,15,PH056,MRF,11/02/2020,PRISMA,MRF 1500,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,702,35.379,620,780,24.45
1053,15,PH056,MRF,11/02/2020,PRISMA,MRF 1500,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,475,27.651,420,560,24.45
1054,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2740,68.621,2550,2850,24.45
1055,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2398.75,55.103,2250,2550,24.45
1056,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2053.25,66.29,1920,2150,24.45
1057,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1674,51.744,1560,1800,24.45
1058,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1393.5,39.972,1320,1480,24.45
1059,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1083,34.14,1000,1200,24.45
1060,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,782.25,26.432,740,860,24.45
1061,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,595,20.988,540,660,24.45
1062,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1097.5,79.516,900,1300,24.45
1063,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T1a,S2,S2_T1a,NiCl2-2,0.6,80,730,49.427,650,900,24.45
1064,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T1a,S3,S3_T1a,NiCl2-3,1.04,80,568.125,32.064,500,650,24.45
1065,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T1a,S4,S4_T1a,NiCl2-4,1.64,80,450.625,33.275,400,550,24.45
1066,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T1a,S5,S5_T1a,NiCl2-5,2.52,80,288.75,20.523,250,350,24.45
1067,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,583.125,38.107,500,700,24.45
1068,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,379.375,30.496,300,450,24.45
1069,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,271.125,15.426,230,300,24.45
1070,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,202.625,16.668,170,250,24.45
1071,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,144.188,13.488,115,190,24.45
1072,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,102.55,8.894,82,125,24.45
1073,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,69.525,7.216,52,92,24.45
1074,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T2,T2a,S8,S8_T2a,MnCl2-8,0.193,80,46.4,4.274,40,56,24.45
1075,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1962.5,65.883,1840,2150,24.45
1076,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1341.5,40.724,1280,1440,24.45
1077,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,920.5,33.067,860,1000,24.45
1078,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,681.25,34.618,600,780,24.45
1079,15,PH056,MRF,11/02/2020,PRISMA,MRF 3000,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,474.5,28.987,400,540,24.45
1080,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T2a,S1,S1_T2a,MnCl2-1,0.0108,80,2898.137,51.546,2797,3014,24.45
1081,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T2a,S2,S2_T2a,MnCl2-2,0.0181,80,2738.162,57.756,2630,2915,24.45
1082,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T2a,S3,S3_T2a,MnCl2-3,0.0282,80,2293.875,57.024,2155,2410,24.45
1083,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T2a,S4,S4_T2a,MnCl2-4,0.0434,80,1778.475,29.211,1724,1846,24.45
1084,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T2a,S5,S5_T2a,MnCl2-5,0.0626,80,1619.938,50.828,1499,1734,24.45
1085,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T2a,S6,S6_T2a,MnCl2-6,0.0934,80,1219.3,17.624,1169,1259,24.45
1086,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T2a,S7,S7_T2a,MnCl2-7,0.1353,80,934.888,37.764,834,1046,24.45
1087,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T2a,S8,S8_T2a,MnCl2-8,0.193,80,736.925,40.329,642,799,24.45
1088,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T1a,S1,S1_T1a,NiCl2-1,0.29,80,1964.088,38.47,1895,2088,24.45
1089,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T1a,S2,S2_T1a,NiCl2-2,0.6,80,1588.963,49.445,1511,1692,24.45
1090,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T1a,S3,S3_T1a,NiCl2-3,1.04,80,1094.338,28.871,1037,1155,24.45
1091,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T1a,S4,S4_T1a,NiCl2-4,1.64,80,738.225,19.963,699,779,24.45
1092,15,PH056,VFA,11/02/2020,PRISMA,VFA,T1,T1a,S5,S5_T1a,NiCl2-5,2.52,80,551.163,18.198,508,598,24.45
